Rented Price;Rented Date;County;Property Type;Furnished;Bedrooms;Full Baths;Half baths;Garage;Square feet;Waterfront Property (Y/N);Pool YN;Year Built;List Date;Address;Map Coordinates;List Price;Original List Price;ADOM;ML#;Style,,,
$3.000 ;15.10.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;697;No;No;2019;13.06.2022;301 Altara Ave Unit#522, Coral Gables, FL 33146;;$3.100 ;$4.100 ;114;A11221158;R62-Condo/Co-Op-Annual,
$3.000 ;20.03.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;697;No;Yes;2019;5.12.2023;301 Altara Ave Unit#622, Coral Gables, FL 33146;;$3.000 ;$3.200 ;75;A11496235;R62-Condo/Co-Op-Annual,
$2.000 ;14.10.2024;Miami-Dade;Condo;Unfurnished;0;1;0;0;700;No;No;2022;28.06.2024;836 SW 2nd St Unit#404, Miami, FL 33130;;$2.000 ;$2.150 ;120;A11614850;R62-Condo/Co-Op-Annual,
$3.050 ;2.09.2022;Broward;Condo;Unfurnished;1;1;1;1;702;Yes;Yes;2019;28.06.2022;4010 S OCEAN DR Unit#T3506 NEW, Hollywood, FL 33019;;$3.050 ;$2.800 ;69;A11229518;R62-Condo/Co-Op-Annual,
$3.100 ;31.10.2024;Miami-Dade;Condo;Unfurnished;0;1;0;1;702;No;Yes;2019;13.08.2024;851 NE 1st Ave Unit#204, Miami, FL 33132;;$3.250 ;$3.250 ;70;A11640894;R62-Condo/Co-Op-Annual,
$3.250 ;12.09.2023;Miami-Dade;Condo;Unfurnished;0;1;0;0;702;No;Yes;2019;2.06.2023;851 NE 1st Ave Unit#204, Miami, FL 33132;;$3.250 ;$3.400 ;104;A11396161;R62-Condo/Co-Op-Annual,
$2.800 ;28.11.2022;Miami-Dade;Condo;Unfurnished;1;1;0;0;703;No;Yes;2019;17.10.2022;301 Altara Ave Unit#LPH906, Coral Gables, FL 33146;;$2.975 ;$2.975 ;25;A11289633;R62-Condo/Co-Op-Annual,
$2.850 ;18.10.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;703;No;Yes;2019;21.06.2022;301 Altara Ave Unit#706, Coral Gables, FL 33146;;$2.850 ;$4.000 ;108;A11225198;R62-Condo/Co-Op-Annual,
$3.000 ;14.02.2024;Miami-Dade;Condo;Unfurnished;1;1;0;0;703;No;Yes;2019;6.12.2023;301 Altara Ave Unit#LPH906, Coral Gables, FL 33146;;$3.200 ;$3.200 ;41;A11496748;R62-Condo/Co-Op-Annual,
$2.329 ;29.08.2021;Broward;Condo;Unfurnished;0;1;0;1;705;No;Yes;2019;10.08.2021;790 E Broward Blvd Unit#106, Fort Lauderdale, FL 33301;;$2.329 ;$2.329 ;20;F10296485;R60-Residential-Annual,
$2.800 ;25.01.2023;Miami-Dade;Condo;Unfurnished;1;1;0;0;705;No;No;2019;14.10.2022;301 Altara Ave Unit#807, Coral Gables, FL 33146;;$3.000 ;$3.200 ;70;A11288596;R62-Condo/Co-Op-Annual,
$3.000 ;29.03.2024;Miami-Dade;Condo;Unfurnished;1;1;0;0;705;No;No;2019;14.02.2024;301 Altara Ave Unit#807, Coral Gables, FL 33146;;$3.100 ;$3.100 ;44;A11537697;R62-Condo/Co-Op-Annual,
$2.205 ;26.04.2023;Broward;Condo;Unfurnished;1;1;0;1;706;No;Yes;2020;8.04.2023;121 N Compass Way Unit#416, Dania Beach, FL 33004;;$2.205 ;$2.205 ;20;F10375617;R62-Condo/Co-Op-Annual,
$2.295 ;1.05.2023;Broward;Condo;Unfurnished;1;1;0;1;706;No;Yes;2020;23.03.2023;121 N Compass Way Unit#508, Dania Beach, FL 33004;;$2.295 ;$2.295 ;16;F10373347;R62-Condo/Co-Op-Annual,
$2.850 ;29.02.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;706;No;Yes;2019;20.12.2023;301 Altara Ave Unit#608, Coral Gables, FL 33146;;$2.950 ;$3.100 ;54;A11503606;R62-Condo/Co-Op-Annual,
$3.400 ;22.10.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;706;No;Yes;2019;19.08.2024;301 Altara Ave Unit#LPH908, Coral Gables, FL 33146;;$3.500 ;$3.500 ;39;A11644067;R62-Condo/Co-Op-Annual,
$2.750 ;28.09.2021;Miami-Dade;Condo;Unfurnished;1;1;0;1;709;No;Yes;2019;16.08.2021;301 Altara Ave Unit#533, Coral Gables, FL 33146;;$2.900 ;$2.900 ;21;A11086641;R62-Condo/Co-Op-Annual,
$2.900 ;14.12.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;709;No;Yes;2019;17.10.2022;301 Altara Ave Unit#533, Coral Gables, FL 33146;;$3.000 ;$3.000 ;32;A11288856;R62-Condo/Co-Op-Annual,
$3.000 ;1.09.2022;Miami-Dade;Condo;Unfurnished;1;1;0;2;709;No;Yes;2019;8.07.2022;301 Altara Ave Unit#733, Coral Gables, FL 33146;;$3.190 ;$3.490 ;56;A11238387;R62-Condo/Co-Op-Annual,
$3.000 ;28.12.2023;Miami-Dade;Condo;Unfurnished;1;1;0;0;709;No;No;2019;15.11.2023;301 Altara Ave Unit#533, Coral Gables, FL 33146;;$3.000 ;$3.000 ;43;A11486927;R62-Condo/Co-Op-Annual,
$3.000 ;14.03.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;709;No;Yes;2019;27.01.2022;301 Altara Ave Unit#533, Coral Gables, FL 33146;;$3.000 ;$3.250 ;34;A11152493;R62-Condo/Co-Op-Annual,
$3.800 ;1.07.2022;Palm Beach;Condo;Unfurnished;1;1;0;1;710;No;No;2019;19.04.2022;111 SE 1st Avenue Unit#502, Delray Beach, FL 33444;;$3.800 ;$5.800 ;35;R10793013;R62-Condo/Co-Op-Annual,
$4.000 ;18.01.2023;Palm Beach;Condo;Unfurnished;1;1;0;1;710;No;No;2019;1.11.2022;111 SE 1st Avenue Unit#502, Delray Beach, FL 33444;;$4.000 ;$4.000 ;93;R10842679;R63-Condo/Co-Op-Seasonal,
$3.000 ;1.06.2023;Palm Beach;Condo;Unfurnished;1;1;0;1;711;No;No;2019;16.02.2023;111 SE 1st Avenue Unit#313, Delray Beach, FL 33444;;$3.000 ;$3.000 ;88;R10866878;R62-Condo/Co-Op-Annual,
$3.400 ;14.08.2023;Miami-Dade;Condo;Unfurnished;1;1;0;1;713;No;Yes;2019;6.06.2023;301 Altara Ave Unit#529, Coral Gables, FL 33146;;$3.500 ;$3.500 ;43;A11398771;R62-Condo/Co-Op-Annual,
$4.000 ;15.08.2022;Miami-Dade;Condo;Unfurnished;1;2;0;1;714;No;Yes;2022;13.05.2022;1030 15th St Unit#206, Miami Beach, FL 33139;;$4.250 ;$4.500 ;103;A11190032;R62-Condo/Co-Op-Annual,
$4.200 ;1.12.2024;Miami-Dade;Condo;Unfurnished;1;1;1;1;714;No;Yes;2022;7.09.2024;1030 15th St Unit#219, Miami Beach, FL 33139;;$4.200 ;$5.500 ;81;A11654800;R62-Condo/Co-Op-Annual,
$2.195 ;1.03.2024;Broward;Condo;Unfurnished;1;1;0;1;719;No;No;2023;8.01.2024;1938 Jackson St Unit#203, Hollywood, FL 33020;;$2.195 ;$2.300 ;35;F10416975;R62-Condo/Co-Op-Annual,
$2.250 ;20.02.2024;Broward;Condo;Unfurnished;1;1;0;0;722;No;No;2023;27.12.2023;1938 Jackson St Unit#303, Hollywood, FL 33020;;$2.250 ;$2.250 ;43;F10415258;R62-Condo/Co-Op-Annual,
$2.700 ;23.11.2022;Miami-Dade;Condo;Unfurnished;1;1;0;0;724;No;No;2019;21.07.2022;301 Altara Ave Unit#420, Coral Gables, FL 33146;;$2.800 ;$3.850 ;124;A11245361;R62-Condo/Co-Op-Annual,
$2.900 ;27.07.2023;Miami-Dade;Condo;Unfurnished;1;1;0;1;724;No;Yes;2019;9.06.2023;301 Altara Ave Unit#625, Coral Gables, FL 33146;;$2.950 ;$3.400 ;50;A11401473;R62-Condo/Co-Op-Annual,
$3.350 ;18.09.2023;Miami-Dade;Condo;Unfurnished;1;1;0;0;724;No;No;2019;29.08.2023;301 Altara Ave Unit#725, Coral Gables, FL 33146;;$3.500 ;$3.500 ;29;A11444347;R62-Condo/Co-Op-Annual,
$3.600 ;1.04.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;728;No;No;2019;1.03.2022;3900 Biscayne Blvd Unit#S-706, Miami, FL 33137;;$3.600 ;$3.600 ;;A11178069;R63-Condo/Co-Op-Seasonal,
$2.850 ;1.05.2023;Palm Beach;Condo;Unfurnished;1;1;0;1;735;No;No;2019;6.04.2023;111 SE 1st Avenue Unit#218, Delray Beach, FL 33444;;$2.795 ;$2.795 ;15;R10879591;R62-Condo/Co-Op-Annual,
$3.700 ;12.10.2021;Miami-Dade;Condo;Unfurnished;1;1;0;1;737;No;Yes;2019;12.09.2021;1000 Brickell Plaza Unit#3504, Miami, FL 33131;;$3.700 ;$3.500 ;14;A11096267;R62-Condo/Co-Op-Annual,
$4.000 ;23.05.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;737;No;Yes;2019;22.04.2024;1000 Brickell Plaza Unit#3504, Miami, FL 33131;;$4.350 ;$4.350 ;5;A11567263;R62-Condo/Co-Op-Annual,
$4.000 ;3.08.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;737;No;Yes;2019;16.06.2022;1000 Brickell Plaza Unit#2804, Miami, FL 33131;;$4.200 ;$4.400 ;47;A11223513;R62-Condo/Co-Op-Annual,
$4.000 ;22.06.2022;Miami-Dade;Condo;Unfurnished;1;1;0;0;737;No;No;2019;13.04.2022;1000 Brickell Plaza Unit#2104, Miami, FL 33131;;$3.995 ;$3.995 ;7;A11189108;R62-Condo/Co-Op-Annual,
$4.150 ;1.09.2023;Miami-Dade;Condo;Unfurnished;1;1;0;1;737;No;Yes;2019;5.08.2023;1000 Brickell Plaza Unit#3704, Miami, FL 33131;;$4.350 ;$4.350 ;24;A11431278;R62-Condo/Co-Op-Annual,
$4.550 ;1.08.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;737;No;Yes;2019;17.05.2024;1000 Brickell Plaza Unit#2804, Miami, FL 33131;;$4.650 ;$4.650 ;40;A11589674;R62-Condo/Co-Op-Annual,
$3.600 ;31.10.2024;Miami-Dade;Condo;Unfurnished;1;1;1;1;738;No;No;2022;20.08.2024;1030 15th St Unit#316, Miami Beach, FL 33139;;$4.000 ;$5.000 ;62;A11645089;R62-Condo/Co-Op-Annual,
$2.300 ;23.02.2024;Broward;Condo;Unfurnished;1;1;0;0;748;No;No;2023;19.12.2023;1938 Jackson St Unit#205, Hollywood, FL 33020;;$2.195 ;$2.495 ;66;A11503206;R63-Condo/Co-Op-Seasonal,
$2.600 ;1.11.2021;Palm Beach;SFH;Unfurnished;1;1;0;0;750;No;No;2021;26.09.2021;3583 Gibbs Road, Delray Beach, FL 33483;;$2.600 ;$2.600 ;18;R10748028;R60-Residential-Annual,
$2.500 ;12.10.2021;Miami-Dade;Condo;Unfurnished;1;1;0;1;750;No;No;2019;7.09.2021;301 Altara Ave Unit#807, Coral Gables, FL 33146;;$2.500 ;$2.500 ;15;A11095459;R62-Condo/Co-Op-Annual,
$2.900 ;15.04.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;750;No;Yes;2019;7.03.2024;301 Altara Ave Unit#523, Coral Gables, FL 33146;;$3.000 ;$3.000 ;26;A11546263;R62-Condo/Co-Op-Annual,
$2.900 ;7.12.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;750;No;Yes;2019;12.10.2022;301 Altara Ave Unit#523, Coral Gables, FL 33146;;$2.900 ;$2.900 ;35;A11287613;R62-Condo/Co-Op-Annual,
$3.000 ;21.07.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;752;No;Yes;2019;6.06.2022;1600 NE 1 ST AVE Unit#2017, Miami, FL 33132;;$3.000 ;$3.000 ;32;A11217894;R62-Condo/Co-Op-Annual,
$3.100 ;1.07.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;762;No;Yes;2019;26.05.2022;301 Altara Ave Unit#806, Coral Gables, FL 33146;;$3.100 ;$3.100 ;9;A11212728;R62-Condo/Co-Op-Annual,
$2.600 ;15.03.2024;Palm Beach;SFH;Unfurnished;1;1;0;0;764;No;No;2021;29.01.2024;3589 Gibbs Road Unit#103, Delray Beach, FL 33483;;$2.600 ;$2.600 ;17;R10954784;R60-Residential-Annual,
$5.000 ;1.11.2024;Miami-Dade;Condo;Unfurnished;1;1;1;0;767;Yes;Yes;2024;22.10.2024;300 Biscayne Blvd Way Unit#2008, Miami, FL 33131;;$5.000 ;$5.000 ;14;A11680858;R62-Condo/Co-Op-Annual,
$5.900 ;10.12.2024;Miami-Dade;Condo;Unfurnished;1;1;1;0;767;Yes;Yes;2024;28.10.2024;300 Biscayne Blvd Way Unit#4208, Miami, FL 33131;;$6.000 ;$6.000 ;37;A11681924;R62-Condo/Co-Op-Annual,
$6.850 ;30.12.2024;Miami-Dade;Condo;Unfurnished;1;1;1;1;767;Yes;Yes;2024;27.09.2024;300 Biscayne Blvd Way Unit#3008, Miami, FL 33131;;$7.500 ;$9.500 ;82;A11667225;R62-Condo/Co-Op-Annual,
$3.000 ;1.08.2022;Palm Beach;Condo;Unfurnished;1;1;0;1;773;No;No;2019;3.06.2022;111 SE 1st Avenue Unit#313, Delray Beach, FL 33444;;$3.500 ;$3.500 ;34;R10805385;R62-Condo/Co-Op-Annual,
$3.700 ;21.12.2023;Miami-Dade;Condo;Unfurnished;1;1;0;1;775;No;Yes;2023;10.08.2023;700 NE 26th Terrace Unit#804, Miami, FL 33137;;$3.700 ;$3.950 ;120;A11434144;R62-Condo/Co-Op-Annual,
$3.800 ;1.02.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;775;No;Yes;2023;27.06.2023;700 NE 26th Terr Unit#1604, Miami, FL 33137;;$3.900 ;$5.200 ;217;A11410108;R62-Condo/Co-Op-Annual,
$4.000 ;1.05.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;775;Yes;No;2023;18.03.2024;700 NE 26th Terrace Unit#2104, Miami, FL 33137;;$4.400 ;$4.400 ;26;R10969665;R62-Condo/Co-Op-Annual,
$4.000 ;13.02.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;775;Yes;Yes;2023;15.12.2023;700 NE 26th Ter Unit#2604, Miami, FL 33137;;$4.100 ;$4.100 ;53;A11501762;R62-Condo/Co-Op-Annual,
$4.100 ;1.07.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;775;Yes;Yes;2023;11.02.2024;700 NE 26 Ter Unit#1804, Miami, FL 33137;;$4.100 ;$4.200 ;66;A11531440;R62-Condo/Co-Op-Annual,
$4.200 ;26.01.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;775;Yes;Yes;2023;5.10.2023;700 NE 26th Ter Unit#3604, Miami, FL 33137;25,8;$4.350 ;$4.500 ;103;A11464604;R63-Condo/Co-Op-Seasonal
$3.800 ;15.08.2023;Miami-Dade;Condo;Unfurnished;1;1;0;1;777;Yes;Yes;2023;23.06.2023;700 NE 26th Ter Unit#904, Miami, FL 33137;;$4.000 ;$4.500 ;59;A11408512;R62-Condo/Co-Op-Annual,
$3.800 ;1.02.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;777;Yes;Yes;2023;29.11.2023;700 NE 26TH Terr Unit#904, Miami, FL 33137;;$3.950 ;$4.000 ;71;A11493093;R62-Condo/Co-Op-Annual,
$3.400 ;28.06.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;778;No;Yes;2019;26.04.2024;301 Altara Ave Unit#830, Coral Gables, FL 33146;;$3.500 ;$3.500 ;42;A11576784;R62-Condo/Co-Op-Annual,
$3.400 ;1.08.2023;Miami-Dade;Condo;Unfurnished;1;1;0;1;778;No;Yes;2019;17.04.2023;301 Altara Ave Unit#830, Coral Gables, FL 33146;;$3.400 ;$3.500 ;106;A11372677;R62-Condo/Co-Op-Annual,
$3.500 ;13.06.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;778;No;Yes;2019;11.03.2024;301 Altara Ave Unit#728, Coral Gables, FL 33146;;$3.600 ;$3.900 ;88;A11548630;R62-Condo/Co-Op-Annual,
$3.600 ;19.04.2023;Miami-Dade;Condo;Unfurnished;1;1;0;1;778;No;Yes;2019;14.03.2023;301 Altara Ave Unit#728, Coral Gables, FL 33146;;$3.500 ;$3.500 ;21;A11356483;R62-Condo/Co-Op-Annual,
$3.850 ;26.07.2022;Miami-Dade;Condo;Unfurnished;2;1;0;1;778;No;Yes;2019;1.06.2022;301 Altara Ave Unit#425, Coral Gables, FL 33146;;$3.850 ;$4.100 ;41;A11215241;R62-Condo/Co-Op-Annual,
$2.700 ;1.01.2023;Palm Beach;Condo;Unfurnished;1;1;0;1;781;No;No;2019;1.11.2022;111 SE 1st Avenue Unit#218, Delray Beach, FL 33444;;$2.795 ;$2.795 ;43;R10842740;R62-Condo/Co-Op-Annual,
$2.800 ;3.12.2024;Palm Beach;Condo;Unfurnished;1;1;0;1;781;No;No;2019;15.08.2024;111 SE 1st Avenue Unit#218, Delray Beach, FL 33444;;$2.800 ;$3.000 ;109;R11012969;R62-Condo/Co-Op-Annual,
$3.400 ;5.12.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;792;No;Yes;2019;30.09.2022;301 Altara Ave Unit#832, Coral Gables, FL 33146;;$3.400 ;$3.600 ;43;A11282507;R62-Condo/Co-Op-Annual,
$3.500 ;28.06.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;792;No;Yes;2019;26.04.2024;301 Altara Ave Unit#832, Coral Gables, FL 33146;;$3.500 ;$3.500 ;28;A11576994;R62-Condo/Co-Op-Annual,
$3.500 ;9.08.2023;Miami-Dade;Condo;Unfurnished;1;1;0;1;792;No;Yes;2019;6.05.2023;301 Altara Ave Unit#832, Coral Gables, FL 33146;;$3.500 ;$3.500 ;32;A11383276;R62-Condo/Co-Op-Annual,
$3.650 ;3.05.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;792;No;Yes;2019;8.04.2022;301 Altara Ave Unit#832, Coral Gables, FL 33146;;$3.600 ;$3.600 ;14;A11186767;R62-Condo/Co-Op-Annual,
$5.000 ;28.10.2024;Palm Beach;Condo;Unfurnished;1;1;0;1;794;No;No;2019;3.06.2024;111 SE 1st Avenue Unit#407, Delray Beach, FL 33444;;$3.700 ;$3.700 ;104;R10992886;R63-Condo/Co-Op-Seasonal,
$2.850 ;22.08.2023;Miami-Dade;Condo;Unfurnished;1;1;0;0;797;No;No;2019;27.07.2023;240 NW 25th Street Unit#329, Miami, FL 33127;;$2.850 ;$2.375 ;26;R10907587;R62-Condo/Co-Op-Annual,
$3.250 ;1.09.2023;Broward;SFH;Unfurnished;2;2;0;0;800;No;No;2022;26.07.2023;436 SW 4 Avenue, Fort Lauderdale, FL 33315;;$3.250 ;$3.500 ;21;F10392527;R60-Residential-Annual,
$2.800 ;19.08.2021;Miami-Dade;Condo;Unfurnished;1;1;0;1;800;No;Yes;2019;22.06.2021;1600 NE 1 AV Unit#3019, Miami, FL 33132;;$2.800 ;$2.700 ;55;A11060804;R62-Condo/Co-Op-Annual,
$2.655 ;12.08.2021;Broward;Condo;Unfurnished;1;1;0;1;806;No;Yes;2019;10.08.2021;790 E Broward Blvd Unit#107, Fort Lauderdale, FL 33301;;$2.655 ;$2.655 ;2;F10296484;R60-Residential-Annual,
$3.300 ;1.07.2022;Miami-Dade;Condo;Unfurnished;1;1;0;1;806;No;Yes;2019;26.05.2022;301 Altara Ave Unit#534, Coral Gables, FL 33146;;$3.350 ;$3.350 ;6;A11212732;R62-Condo/Co-Op-Annual,
$4.500 ;15.03.2024;Miami-Dade;Condo;Unfurnished;1;1;1;1;820;No;Yes;2019;16.01.2024;1000 Brickell Plz Unit#1806, Miami, FL 33131;;$4.700 ;$4.700 ;41;A11515993;R62-Condo/Co-Op-Annual,
$4.000 ;15.08.2022;Miami-Dade;Condo;Unfurnished;1;1;1;1;823;No;Yes;2019;23.05.2022;1000 Brickell Plz Unit#2306, Miami, FL 33131;;$4.000 ;$4.500 ;57;A11210666;R62-Condo/Co-Op-Annual,
$4.200 ;14.09.2022;Miami-Dade;Condo;Unfurnished;1;1;1;1;823;No;Yes;2019;2.06.2022;1000 Brickell Plz Unit#3406, Miami, FL 33131;;$4.500 ;$4.500 ;57;A11215837;R62-Condo/Co-Op-Annual,
$4.300 ;5.01.2023;Miami-Dade;Condo;Unfurnished;1;1;1;0;823;No;Yes;2019;18.11.2022;1000 Brickell Plz Unit#3006, Miami, FL 33131;;$4.500 ;$4.500 ;46;A11305067;R62-Condo/Co-Op-Annual,
$4.350 ;13.10.2022;Miami-Dade;Condo;Unfurnished;1;1;1;1;823;No;Yes;2019;29.07.2022;1000 Brickell Plaza Unit#2006, Miami, FL 33131;;$4.350 ;$4.500 ;51;A11245725;R62-Condo/Co-Op-Annual,
$4.400 ;10.01.2022;Miami-Dade;Condo;Unfurnished;1;1;1;1;823;No;Yes;2019;17.11.2021;1000 Brickell Plaza Unit#3306, Miami, FL 33131;;$4.400 ;$4.200 ;5;A11125802;R62-Condo/Co-Op-Annual,
$4.500 ;15.05.2024;Miami-Dade;Condo;Unfurnished;1;1;1;1;823;No;Yes;2019;19.03.2024;1000 Brickell Plz Unit#2306, Miami, FL 33131;;$4.500 ;$4.500 ;7;A11551941;R62-Condo/Co-Op-Annual,
$4.500 ;30.11.2023;Miami-Dade;Condo;Unfurnished;1;1;1;1;823;No;Yes;2019;12.10.2023;1000 Brickell Plz Unit#2706, Miami, FL 33131;;$4.500 ;$4.500 ;33;A11468381;R62-Condo/Co-Op-Annual,
$4.500 ;9.11.2022;Miami-Dade;Condo;Unfurnished;1;1;1;1;823;No;Yes;2019;29.08.2022;1000 Brickell Plz Unit#2706, Miami, FL 33131;;$4.500 ;$4.500 ;72;A11264903;R62-Condo/Co-Op-Annual,
$4.500 ;1.10.2022;Miami-Dade;Condo;Unfurnished;1;1;1;1;823;No;Yes;2019;22.08.2022;1000 Brickell Plz Unit#2906, Miami, FL 33131;;$4.500 ;$4.500 ;14;A11260036;R62-Condo/Co-Op-Annual,
$4.750 ;21.04.2024;Miami-Dade;Condo;Unfurnished;1;1;1;1;823;No;Yes;2019;6.03.2024;1000 Brickell Plz Unit#3206, Miami, FL 33131;;$4.750 ;$4.800 ;30;A11545495;R62-Condo/Co-Op-Annual,
$4.900 ;8.08.2024;Miami-Dade;Condo;Unfurnished;1;1;1;1;823;No;Yes;2019;13.05.2024;1000 Brickell Plaza Unit#2406, Miami, FL 33131;;$4.900 ;$4.900 ;71;A11586670;R62-Condo/Co-Op-Annual,
$4.579 ;29.08.2024;Miami-Dade;Condo;Unfurnished;1;1;0;1;825;Yes;Yes;2023;29.08.2024;1500 Bay Rd Unit#N-1114, Miami Beach, FL 33139;3332;$4.579 ;$4.579 ;;A11665870;R62-Condo/Co-Op-Annual,
$4.200 ;3.12.2021;Miami-Dade;Condo;Unfurnished;1;1;1;1;826;No;Yes;2019;27.10.2021;1000 Brickell Plaza Unit#3411, Miami, FL 33131;;$4.500 ;$4.500 ;5;A11117162;R62-Condo/Co-Op-Annual,
$4.300 ;5.12.2023;Miami-Dade;Condo;Unfurnished;1;1;1;1;826;No;Yes;2019;22.10.2023;1000 Brickell Plz Unit#3511, Miami, FL 33131;;$4.500 ;$4.500 ;39;A11473660;R62-Condo/Co-Op-Annual,
$4.300 ;1.06.2023;Miami-Dade;Condo;Unfurnished;1;1;1;1;826;No;Yes;2019;5.04.2023;1000 Brickell Plz Unit#3311, Miami, FL 33131;;$4.500 ;$4.700 ;49;A11368039;R62-Condo/Co-Op-Annual,
$4.400 ;23.01.2023;Miami-Dade;Condo;Unfurnished;1;1;1;1;826;Yes;Yes;2019;7.11.2022;1000 Brickell Plz Unit#2811, Miami, FL 33131;;$4.400 ;$4.600 ;57;A11299827;R62-Condo/Co-Op-Annual,
$4.500 ;16.01.2023;Miami-Dade;Condo;Unfurnished;1;1;1;1;826;No;No;2019;12.08.2022;1000 Brickell Plz Unit#3211, Miami, FL 33131;;$4.900 ;$4.900 ;156;A11248019;R62-Condo/Co-Op-Annual,
$4.500 ;2.10.2023;Miami-Dade;Condo;Unfurnished;1;1;1;1;826;No;Yes;2019;6.09.2023;1000 Brickell Plz Unit#2611, Miami, FL 33131;;$4.600 ;$4.700 ;33;A11445570;R62-Condo/Co-Op-Annual,
$4.500 ;9.09.2024;Miami-Dade;Condo;Unfurnished;1;1;1;1;826;No;No;2019;26.08.2024;1000 Brickell Plz Unit#3011, Miami, FL 33131;;$4.500 ;$4.500 ;5;A11648022;R62-Condo/Co-Op-Annual,
$4.500 ;27.10.2022;Miami-Dade;Condo;Unfurnished;1;1;1;1;826;No;Yes;2019;29.07.2022;1000 Brickell Plz Unit#3511, Miami, FL 33131;;$4.500 ;$4.500 ;55;A11249239;R62-Condo/Co-Op-Annual,
$4.500 ;1.06.2022;Miami-Dade;Condo;Unfurnished;1;1;1;1;826;No;Yes;2019;9.03.2022;1000 Brickell Plz Unit#3311, Miami, FL 33131;;$4.500 ;$4.500 ;78;A11172073;R62-Condo/Co-Op-Annual,
$4.600 ;1.12.2021;Miami-Dade;Condo;Unfurnished;1;1;1;1;826;Yes;Yes;2019;2.11.2021;1000 Brickell Plz Unit#2811, Miami, FL 33131;;$3.800 ;$3.800 ;7;A11119814;R62-Condo/Co-Op-Annual,
$4.800 ;16.12.2024;Miami-Dade;Condo;Unfurnished;1;1;1;1;826;No;Yes;2019;30.10.2024;1000 Brickell Plz Unit#3511, Miami, FL 33131;;$4.750 ;$4.750 ;32;A11689897;R62-Condo/Co-Op-Annual,
$4.500 ;21.11.2024;Miami-Dade;Condo;Unfurnished;1;1;1;;826;No;Yes;2019;8.11.2024;1000 Brickell Plz Unit#3011, Miami, FL 33131;;$4.500 ;$4.500 ;7;A11690353;R64-Apartments-Annual,
$3.750 ;6.08.2021;Miami-Dade;Condo;Unfurnished;1;1;1;1;829;No;Yes;2019;19.07.2021;1000 Brickell Plz Unit#4503, Miami, FL 33131;;$3.750 ;$3.750 ;4;A11073170;R62-Condo/Co-Op-Annual,
$3.900 ;11.04.2023;Miami-Dade;Condo;Unfurnished;1;1;1;1;829;No;Yes;2019;21.03.2023;1000 Brickell Plaza Unit#1903, Miami, FL 33131;;$3.800 ;$3.800 ;13;A11362135;R62-Condo/Co-Op-Annual,
$4.000 ;6.12.2021;Miami-Dade;Condo;Unfurnished;1;1;1;1;829;No;Yes;2019;2.11.2021;1000 Brickell Plaza Unit#3203, Miami, FL 33131;;$4.500 ;$4.500 ;34;A11119608;R62-Condo/Co-Op-Annual,
$4.000 ;29.08.2022;Miami-Dade;Condo;Unfurnished;1;1;1;1;829;No;Yes;2019;6.06.2022;1000 Brickell Plz Unit#3503, Miami, FL 33131;;$4.200 ;$4.700 ;79;A11217963;R62-Condo/Co-Op-Annual,
$4.225 ;15.11.2021;Miami-Dade;Condo;Unfurnished;1;1;1;1;829;No;Yes;2019;18.10.2021;1000 Brickell Plz Unit#4603, Miami, FL 33131;;$4.200 ;$4.200 ;39;A11113216;R62-Condo/Co-Op-Annual,
$4.300 ;1.09.2023;Miami-Dade;Condo;Unfurnished;1;1;1;0;829;No;Yes;2019;15.07.2023;1000 Brickell Plz Unit#3603, Miami, FL 33131;;$4.500 ;$4.500 ;18;A11419971;R62-Condo/Co-Op-Annual,
$4.500 ;15.06.2023;Miami-Dade;Condo;Unfurnished;1;1;1;1;829;No;Yes;2019;8.05.2023;1000 Brickell Plz Unit#2003, Miami, FL 33131;;$4.900 ;$5.100 ;28;A11384060;R62-Condo/Co-Op-Annual,
